1-16-1	13-16-1
1-60-52	43-60-52
1-60-54	13-60-54
1-60-54	7-60-54
1-60-55	7-60-55
1-60-58	13-60-58
1-60-58	7-60-58
1-60-59	13-60-59
1-60-59	43-60-59
1-60-59	7-60-59
1-60-60	13-60-60
1-60-60	7-60-60
1-60-61	7-60-61
1-60-62	1-62-76
1-60-62	13-60-62
1-60-62	43-60-62
1-60-62	43-62-76
1-60-63	13-60-63
1-60-64	13-60-64
1-60-64	49-60-64
1-60-67	19-60-67
1-60-69	13-60-69
1-60-70	13-60-70
1-60-70	19-60-70
1-60-71	13-60-71
1-60-71	19-60-71
1-60-73	13-60-73
1-60-74	13-60-74
1-60-75	13-60-75
1-60-75	7-60-75
1-60-77	13-60-77
1-60-77	7-60-77
1-60-78	13-60-78
1-60-79	19-60-79
1-60-8	13-60-8
1-60-80	13-60-80
1-60-80	37-60-80
1-60-80	49-60-80
1-60-80	7-60-80
1-60-81	13-60-81
1-60-81	7-60-81
1-60-83	7-60-83
1-60-84	13-60-84
1-60-84	7-60-84
1-60-85	7-60-85
1-60-88	13-60-88
1-60-9	31-60-9
1-60-94	13-60-94
1-61-10	13-61-10
1-61-10	7-61-10
1-61-11	13-61-11
1-61-11	43-61-11
1-61-13	13-61-13
1-61-15	13-61-15
1-61-15	7-61-15
1-61-16	7-61-16
1-61-17	7-61-17
1-61-18	13-61-18
1-61-18	55-61-18
1-61-18	7-61-18
1-61-2	13-61-2
1-61-20	43-61-20
1-61-20	7-61-20
1-61-21	7-61-21
1-61-22	43-61-22
1-61-24	43-61-24
1-61-24	7-61-24
1-61-27	19-61-27
1-61-29	13-61-29
1-61-29	7-61-29
1-61-3	13-61-3
1-61-3	19-61-3
1-61-3	25-61-3
1-61-30	37-61-30
1-61-31	7-61-31
1-61-32	7-61-32
1-61-33	7-61-33
1-61-34	13-61-34
1-61-34	43-61-34
1-61-35	7-61-35
1-61-37	13-61-37
1-61-37	7-61-37
1-61-38	7-61-38
1-61-39	7-61-39
1-61-40	13-61-40
1-61-40	7-61-40
1-61-41	13-61-41
1-61-41	7-61-41
1-61-42	7-61-42
1-61-43	7-61-43
1-61-44	19-61-44
1-61-44	7-61-44
1-61-45	13-61-45
1-61-45	7-61-45
1-61-47	7-61-47
1-61-48	7-61-48
1-61-49	7-61-49
1-61-5	13-61-5
1-61-50	7-61-50
1-61-51	7-61-51
1-61-52	13-61-52
1-61-52	7-61-52
1-61-53	7-61-53
1-61-54	13-61-54
1-61-54	7-61-54
1-61-55	7-61-55
1-61-56	7-61-56
1-61-57	7-61-57
1-61-58	7-61-58
1-61-59	7-61-59
1-61-6	13-61-6
1-61-60	7-61-60
1-61-61	7-61-61
1-61-62	7-61-62
1-61-63	7-61-63
1-61-64	7-61-64
1-61-65	7-61-65
1-61-66	7-61-66
1-61-67	7-61-67
1-61-68	7-61-68
1-61-69	13-61-69
1-61-69	43-61-69
1-61-69	7-61-69
1-61-7	13-61-7
1-61-70	7-61-70
1-61-71	7-61-71
1-61-72	13-61-72
1-61-72	7-61-72
1-61-73	7-61-73
1-61-74	19-61-74
1-61-74	7-61-74
1-61-75	7-61-75
1-61-77	7-61-77
1-61-78	7-61-78
1-61-79	7-61-79
1-61-80	43-61-80
1-61-80	7-61-80
1-61-81	7-61-81
1-61-82	7-61-82
1-61-83	7-61-83
1-61-84	13-61-84
1-61-84	7-61-84
1-61-85	7-61-85
1-61-86	7-61-86
1-61-87	7-61-87
1-61-88	7-61-88
1-61-89	7-61-89
1-61-9	37-61-9
1-61-90	7-61-90
1-61-92	7-61-92
1-61-93	7-61-93
1-61-94	7-61-94
1-62-1	13-62-1
1-62-1	19-62-1
1-62-1	37-62-1
1-62-1	7-62-1
1-62-10	7-62-10
1-62-11	7-62-11
1-62-12	7-62-12
1-62-14	7-62-14
1-62-15	13-62-15
1-62-15	19-62-15
1-62-15	25-62-15
1-62-15	7-62-15
1-62-16	7-62-16
1-62-17	7-62-17
1-62-18	7-62-18
1-62-19	7-62-19
1-62-2	7-62-2
1-62-20	7-62-20
1-62-21	13-62-21
1-62-21	7-62-21
1-62-22	7-62-22
1-62-23	13-62-23
1-62-23	7-62-23
1-62-25	7-62-25
1-62-26	19-62-26
1-62-26	7-62-26
1-62-27	13-62-27
1-62-27	7-62-27
1-62-28	7-62-28
1-62-29	19-62-29
1-62-29	25-62-29
1-62-29	31-62-29
1-62-29	43-62-29
1-62-29	7-62-29
1-62-3	7-62-3
1-62-30	7-62-30
1-62-31	43-62-31
1-62-31	7-62-31
1-62-32	7-62-32
1-62-34	13-62-34
1-62-34	19-62-34
1-62-34	25-62-34
1-62-34	31-62-34
1-62-35	13-62-35
1-62-35	7-62-35
1-62-36	7-62-36
1-62-37	13-62-37
1-62-37	7-62-37
1-62-38	7-62-38
1-62-39	7-62-39
1-62-4	13-62-4
1-62-4	7-62-4
1-62-40	7-62-40
1-62-41	7-62-41
1-62-42	13-62-42
1-62-42	7-62-42
1-62-43	7-62-43
1-62-44	13-62-44
1-62-44	7-62-44
1-62-45	7-62-45
1-62-46	7-62-46
1-62-47	7-62-47
1-62-48	13-62-48
1-62-48	7-62-48
1-62-49	7-62-49
1-62-5	7-62-5
1-62-50	13-62-50
1-62-50	7-62-50
1-62-51	7-62-51
1-62-52	7-62-52
1-62-53	7-62-53
1-62-54	13-62-54
1-62-55	7-62-55
1-62-56	7-62-56
1-62-57	7-62-57
1-62-58	7-62-58
1-62-59	7-62-59
1-62-6	13-62-6
1-62-6	7-62-6
1-62-60	7-62-60
1-62-61	43-62-61
1-62-61	49-62-61
1-62-61	7-62-61
1-62-62	7-62-62
1-62-63	7-62-63
1-62-64	13-62-64
1-62-64	31-62-64
1-62-64	37-62-64
1-62-64	7-62-64
1-62-65	13-62-65
1-62-65	7-62-65
1-62-66	7-62-66
1-62-67	19-62-67
1-62-67	7-62-67
1-62-68	7-62-68
1-62-69	7-62-69
1-62-7	13-62-7
1-62-7	43-62-7
1-62-7	7-62-7
1-62-70	7-62-70
1-62-71	7-62-71
1-62-72	7-62-72
1-62-73	43-62-73
1-62-73	7-62-73
1-62-74	7-62-74
1-62-75	13-62-75
1-62-75	7-62-75
1-62-76	43-62-76
1-62-78	13-62-78
1-62-79	25-62-79
1-62-8	13-62-8
1-62-8	7-62-8
1-62-80	13-62-80
1-62-81	25-62-81
1-62-86	13-62-86
1-62-9	7-62-9
1-62-91	13-62-91
1-62-91	7-62-91
1-62-92	13-62-92
1-62-94	3-42-36
1-62-94	9-42-36
1-63-10	13-63-10
1-63-10	25-63-10
1-63-10	7-63-10
1-63-11	13-63-11
1-63-11	7-63-11
1-63-12	13-63-12
1-63-12	7-63-12
1-63-13	13-63-13
1-63-14	13-63-14
1-63-14	7-63-14
1-63-15	19-63-15
1-63-18	19-63-18
1-63-20	13-63-20
1-63-20	19-63-20
1-63-20	31-63-20
1-63-20	67-63-20
1-63-21	13-63-21
1-63-21	31-63-21
1-63-21	37-63-21
1-63-21	43-63-21
1-63-23	7-63-23
1-63-25	31-63-25
1-63-25	7-63-25
1-63-26	43-63-26
1-63-26	7-63-26
1-63-27	13-63-27
1-63-27	7-63-27
1-63-28	7-63-28
1-63-29	13-63-29
1-63-29	19-63-29
1-63-29	7-63-29
1-63-3	7-63-3
1-63-30	13-63-30
1-63-30	7-63-30
1-63-31	13-63-31
1-63-32	13-63-32
1-63-34	13-63-34
1-63-34	7-63-34
1-63-35	13-63-35
1-63-35	19-63-35
1-63-38	13-63-38
1-63-39	13-63-39
1-63-4	7-63-4
1-63-41	13-63-41
1-63-41	19-63-41
1-63-41	25-63-41
1-63-41	31-63-41
1-63-41	43-63-41
1-63-42	7-63-42
1-63-43	13-63-43
1-63-43	7-63-43
1-63-44	13-63-44
1-63-44	43-63-44
1-63-44	7-63-44
1-63-45	7-63-45
1-63-46	19-63-46
1-63-46	25-63-46
1-63-46	7-63-46
1-63-47	13-63-47
1-63-47	7-63-47
1-63-48	13-63-48
1-63-48	7-63-48
1-63-49	13-63-49
1-63-5	25-63-5
1-63-50	13-63-50
1-63-52	13-63-52
1-63-52	7-63-52
1-63-53	7-63-53
1-63-54	55-63-54
1-63-55	13-63-55
1-63-55	49-63-55
1-63-56	13-63-56
1-63-56	43-63-56
1-63-59	13-63-59
1-63-66	43-63-66
1-63-67	13-63-67
1-63-71	25-63-71
1-63-71	7-63-71
1-63-72	13-63-72
1-63-72	25-63-72
1-63-75	37-63-75
1-63-75	7-63-75
1-63-76	13-63-76
1-63-77	7-63-77
1-63-78	7-63-78
1-63-79	19-63-79
1-63-79	25-63-79
1-63-79	43-63-79
1-63-79	7-63-79
1-63-8	13-63-8
1-63-80	13-63-80
1-63-80	43-63-80
1-63-83	13-63-83
1-63-83	19-63-83
1-63-83	3-44-86
1-63-83	9-44-86
1-63-85	13-63-85
1-63-85	19-63-85
1-63-87	13-63-87
1-63-89	13-63-89
1-63-89	7-63-89
1-63-9	13-63-9
1-64-1	13-64-1
1-64-10	2-83-41
1-64-10	8-83-41
1-64-12	7-64-12
1-64-13	13-64-13
1-64-13	43-64-13
1-64-13	7-64-13
1-64-14	7-64-14
1-64-15	19-64-15
1-64-15	7-64-15
1-64-16	13-64-16
1-64-16	7-64-16
1-64-21	7-64-21
1-64-22	7-64-22
1-64-23	13-64-23
1-64-23	7-64-23
1-64-24	13-64-24
1-64-24	7-64-24
1-64-25	7-64-25
1-64-26	7-64-26
1-64-27	13-64-27
1-64-27	7-64-27
1-64-28	1-65-69
1-64-28	7-64-28
1-64-28	7-65-69
1-64-29	13-64-29
1-64-29	7-64-29
1-64-3	13-64-3
1-64-3	7-64-3
1-64-30	7-64-30
1-64-31	7-64-31
1-64-32	7-64-32
1-64-33	7-64-33
1-64-34	13-64-34
1-64-34	7-64-34
1-64-35	7-64-35
1-64-36	7-64-36
1-64-37	7-64-37
1-64-38	13-64-38
1-64-38	7-64-38
1-64-39	7-64-39
1-64-40	43-64-40
1-64-40	7-64-40
1-64-41	13-64-41
1-64-41	7-64-41
1-64-42	13-64-42
1-64-42	7-64-42
1-64-43	7-64-43
1-64-44	7-64-44
1-64-45	7-64-45
1-64-46	37-64-46
1-64-46	7-64-46
1-64-47	7-64-47
1-64-48	7-64-48
1-64-49	7-64-49
1-64-50	7-64-50
1-64-51	7-64-51
1-64-52	19-64-52
1-64-52	7-64-52
1-64-53	7-64-53
1-64-54	13-64-54
1-64-54	7-64-54
1-64-55	7-64-55
1-64-56	13-64-56
1-64-56	19-64-56
1-64-56	7-64-56
1-64-57	13-64-57
1-64-57	7-64-57
1-64-58	13-64-58
1-64-58	7-64-58
1-64-59	25-64-59
1-64-59	7-64-59
1-64-60	19-64-60
1-64-60	7-64-60
1-64-61	7-64-61
1-64-62	7-64-62
1-64-63	13-64-63
1-64-63	7-64-63
1-64-64	13-64-64
1-64-64	7-64-64
1-64-65	7-64-65
1-64-66	19-64-66
1-64-66	7-64-66
1-64-67	7-64-67
1-64-68	13-64-68
1-64-68	37-64-68
1-64-69	1-65-5
1-64-69	13-64-69
1-64-69	7-64-69
1-64-70	13-64-70
1-64-71	13-64-71
1-64-71	7-64-71
1-64-72	7-64-72
1-64-73	7-64-73
1-64-74	7-64-74
1-64-75	13-64-75
1-64-75	37-64-75
1-64-75	7-64-75
1-64-76	7-64-76
1-64-77	13-64-77
1-64-77	7-64-77
1-64-78	13-64-78
1-64-78	19-64-78
1-64-78	7-64-78
1-64-79	13-64-79
1-64-79	43-64-79
1-64-79	7-64-79
1-64-8	13-64-8
1-64-80	7-64-80
1-64-81	13-64-81
1-64-81	19-64-81
1-64-81	7-64-81
1-64-82	13-64-82
1-64-82	7-64-82
1-64-83	13-64-83
1-64-83	7-64-83
1-64-84	25-64-84
1-64-84	31-64-84
1-64-84	7-64-84
1-64-85	7-64-85
1-64-86	37-64-86
1-64-86	7-64-86
1-64-87	7-64-87
1-64-88	13-64-88
1-64-88	7-64-88
1-64-89	13-64-89
1-64-89	7-64-89
1-64-9	7-64-9
1-64-90	13-64-90
1-64-90	7-64-90
1-64-91	7-64-91
1-64-92	7-64-92
1-64-94	7-64-94
1-65-1	7-65-1
1-65-10	13-65-10
1-65-10	31-65-10
1-65-12	7-65-12
1-65-13	7-65-13
1-65-14	7-65-14
1-65-15	19-65-15
1-65-15	7-65-15
1-65-16	13-65-16
1-65-16	43-65-16
1-65-16	7-65-16
1-65-17	7-65-17
1-65-18	13-65-18
1-65-18	7-65-18
1-65-19	7-65-19
1-65-2	43-65-2
1-65-2	49-65-2
1-65-20	13-65-20
1-65-20	7-65-20
1-65-21	7-65-21
1-65-22	7-65-22
1-65-23	7-65-23
1-65-24	7-65-24
1-65-25	13-65-25
1-65-25	7-65-25
1-65-26	7-65-26
1-65-27	7-65-27
1-65-28	13-65-28
1-65-28	7-65-28
1-65-29	13-65-29
1-65-29	7-65-29
1-65-3	7-65-3
1-65-30	7-65-30
1-65-31	43-65-31
1-65-31	7-65-31
1-65-32	7-65-32
1-65-33	13-65-33
1-65-33	7-65-33
1-65-34	13-65-34
1-65-34	7-65-34
1-65-35	13-65-35
1-65-35	7-65-35
1-65-36	19-65-36
1-65-36	7-65-36
1-65-37	43-65-37
1-65-37	7-65-37
1-65-38	13-65-38
1-65-38	7-65-38
1-65-39	13-65-39
1-65-39	19-65-39
1-65-39	43-65-39
1-65-39	7-65-39
1-65-4	13-65-4
1-65-4	7-65-4
1-65-40	7-65-40
1-65-41	37-65-41
1-65-41	7-65-41
1-65-42	7-65-42
1-65-43	7-65-43
1-65-44	31-65-44
1-65-44	7-65-44
1-65-45	43-65-45
1-65-45	7-65-45
1-65-46	7-65-46
1-65-47	7-65-47
1-65-48	7-65-48
1-65-49	7-65-49
1-65-51	13-65-51
1-65-51	7-65-51
1-65-54	25-65-54
1-65-56	19-65-56
1-65-56	7-65-56
1-65-57	13-65-57
1-65-57	19-65-57
1-65-57	43-65-57
1-65-58	13-65-58
1-65-58	19-65-58
1-65-58	7-65-58
1-65-59	13-65-59
1-65-59	7-65-59
1-65-6	13-65-6
1-65-6	7-65-6
1-65-60	13-65-60
1-65-63	43-65-63
1-65-63	7-65-63
1-65-64	25-65-64
1-65-65	13-65-65
1-65-66	13-65-66
1-65-66	19-65-66
1-65-67	13-65-67
1-65-67	7-65-67
1-65-68	13-65-68
1-65-68	7-65-68
1-65-69	13-65-69
1-65-69	19-65-69
1-65-69	7-65-69
1-65-7	7-65-7
1-65-70	7-65-70
1-65-71	25-65-71
1-65-71	43-65-71
1-65-71	7-65-71
1-65-72	43-65-72
1-65-72	7-65-72
1-65-73	13-65-73
1-65-74	13-65-74
1-65-74	7-65-74
1-65-75	19-65-75
1-65-78	19-65-78
1-65-79	25-65-79
1-65-8	13-65-8
1-65-83	13-65-83
1-65-83	7-65-83
1-65-84	13-65-84
1-65-84	7-65-84
1-65-85	7-65-85
1-65-86	7-65-86
1-65-87	7-65-87
1-65-88	7-65-88
1-65-89	19-65-89
1-65-89	25-65-89
1-65-89	31-65-89
1-65-89	7-65-89
1-65-90	7-65-90
1-65-91	13-65-91
1-65-91	7-65-91
1-65-92	13-65-92
1-65-92	19-65-92
1-65-92	7-65-92
1-65-93	7-65-93
1-65-94	7-65-94
1-66-1	7-66-1
1-66-10	7-66-10
1-66-11	7-66-11
1-66-12	13-66-12
1-66-12	7-66-12
1-66-13	3-56-52
1-66-13	9-56-52
1-66-14	7-66-14
1-66-15	7-66-15
1-66-16	31-66-16
1-66-16	7-66-16
1-66-17	7-66-17
1-66-18	7-66-18
1-66-19	13-66-19
1-66-19	7-66-19
1-66-2	13-66-2
1-66-2	7-66-2
1-66-20	13-66-20
1-66-20	7-66-20
1-66-21	13-66-21
1-66-21	7-66-21
1-66-22	7-66-22
1-66-23	13-66-23
1-66-23	7-66-23
1-66-24	13-66-24
1-66-24	7-66-24
1-66-25	7-66-25
1-66-26	7-66-26
1-66-27	13-66-27
1-66-27	7-66-27
1-66-28	7-66-28
1-66-29	13-66-29
1-66-29	7-66-29
1-66-3	31-66-3
1-66-3	7-66-3
1-66-30	13-66-30
1-66-30	7-66-30
1-66-31	13-66-31
1-66-31	7-66-31
1-66-32	13-66-32
1-66-32	7-66-32
1-66-33	13-66-33
1-66-33	19-66-33
1-66-33	7-66-33
1-66-34	13-66-34
1-66-34	7-66-34
1-66-35	7-66-35
1-66-36	7-66-36
1-66-37	13-66-37
1-66-37	7-66-37
1-66-38	13-66-38
1-66-38	25-66-38
1-66-38	7-66-38
1-66-39	43-66-39
1-66-39	7-66-39
1-66-4	7-66-4
1-66-40	13-66-40
1-66-40	7-66-40
1-66-41	7-66-41
1-66-42	7-66-42
1-66-43	19-66-43
1-66-43	7-66-43
1-66-44	13-66-44
1-66-44	7-66-44
1-66-45	13-66-45
1-66-45	7-66-45
1-66-46	13-66-46
1-66-46	7-66-46
1-66-47	43-66-47
1-66-47	7-66-47
1-66-48	7-66-48
1-66-49	13-66-49
1-66-49	37-66-49
1-66-49	7-66-49
1-66-5	7-66-5
1-66-50	13-66-50
1-66-50	37-66-50
1-66-50	4-77-60
1-66-50	7-66-50
1-66-51	13-66-51
1-66-52	13-66-52
1-66-54	13-66-54
1-66-54	19-66-54
1-66-54	7-66-54
1-66-56	13-66-56
1-66-56	43-66-56
1-66-57	13-66-57
1-66-59	7-66-59
1-66-6	7-66-6
1-66-60	43-66-60
1-66-60	7-66-60
1-66-61	7-66-61
1-66-62	19-66-62
1-66-62	25-66-62
1-66-62	7-66-62
1-66-63	13-66-63
1-66-63	19-66-63
1-66-64	13-66-64
1-66-64	37-66-64
1-66-64	43-66-64
1-66-64	7-66-64
1-66-66	13-66-66
1-66-67	13-66-67
1-66-7	7-66-7
1-66-70	13-66-70
1-66-70	43-66-70
1-66-72	43-66-72
1-66-74	13-66-74
1-66-74	7-66-74
1-66-75	13-66-75
1-66-79	13-66-79
1-66-79	7-66-79
1-66-8	13-66-8
1-66-8	7-66-8
1-66-81	13-66-81
1-66-82	7-66-82
1-66-83	13-66-83
1-66-84	13-66-84
1-66-85	13-66-85
1-66-85	19-66-85
1-66-85	37-66-85
1-66-86	13-66-86
1-66-86	7-66-86
1-66-88	37-66-88
1-66-88	43-66-88
1-66-9	13-66-9
1-66-9	31-66-9
1-66-9	7-66-9
1-66-91	7-66-91
1-66-93	19-66-93
1-66-93	37-66-93
1-66-93	7-66-93
1-66-94	13-66-94
1-66-94	7-66-94
1-67-1	13-67-1
1-67-1	19-67-1
1-67-1	7-67-1
1-67-10	7-67-10
1-67-11	13-67-11
1-67-11	19-67-11
1-67-11	7-67-11
1-67-12	7-67-12
1-67-13	13-67-13
1-67-13	7-67-13
1-67-2	7-67-2
1-67-4	43-67-4
1-67-4	7-67-4
1-67-5	7-67-5
1-67-6	7-67-6
1-67-7	7-67-7
1-67-8	7-67-8
1-67-9	7-67-9
1-68-10	13-68-10
1-68-13	13-68-13
1-68-36	13-68-36
1-68-37	13-68-37
1-68-49	13-68-49
1-68-50	13-68-50
1-68-58	13-68-58
1-68-6	13-68-6
1-68-62	13-68-62
1-68-75	13-68-75
1-68-78	13-68-78
1-69-11	13-69-11
1-69-78	13-69-78
1-70-19	13-70-19
1-70-23	13-70-23
1-70-23	43-70-23
1-70-34	13-70-34
1-70-41	7-70-41
1-70-51	13-70-51
1-70-53	13-70-53
1-70-70	13-70-70
1-70-8	13-70-8
1-71-17	13-71-17
1-71-34	13-71-34
1-71-38	13-71-38
1-71-41	7-71-41
1-71-51	13-71-51
1-71-53	13-71-53
1-71-6	13-71-6
1-71-69	13-71-69
1-71-75	7-71-75
1-71-76	13-71-76
1-71-85	7-71-85
1-71-87	13-71-87
1-71-90	13-71-90
1-71-92	7-71-92
1-72-10	13-72-10
1-72-14	43-72-14
1-72-15	13-72-15
1-72-2	7-72-2
1-72-28	13-72-28
1-72-34	7-72-34
1-72-36	13-72-36
1-72-4	13-72-4
1-72-70	13-72-70
1-72-81	7-72-81
1-72-82	13-72-82
1-72-88	13-72-88
1-73-25	13-73-25
1-73-30	13-73-30
1-73-36	13-73-36
1-73-36	7-73-36
1-73-38	7-73-38
1-73-40	7-73-40
1-73-41	13-73-41
1-73-42	13-73-42
1-73-45	13-73-45
1-73-78	13-73-78
1-74-2	43-74-2
1-74-47	13-74-47
1-74-56	13-74-56
1-74-6	43-74-6
1-74-6	49-74-6
1-74-62	13-74-62
1-75-1	13-75-1
1-75-14	13-75-14
1-75-19	13-75-19
1-75-19	19-75-19
1-75-19	25-75-19
1-75-30	7-75-30
1-75-32	13-75-32
1-75-35	13-75-35
1-75-4	13-75-4
1-75-42	13-75-42
1-75-43	13-75-43
1-75-44	13-75-44
1-75-45	13-75-45
1-75-59	7-75-59
1-75-63	13-75-63
1-75-63	7-75-63
1-75-68	13-75-68
1-75-82	13-75-82
1-75-89	7-75-89
1-75-9	13-75-9
1-75-90	7-75-90
1-76-1	13-76-1
1-76-11	7-76-11
1-76-22	13-76-22
1-76-23	13-76-23
1-76-43	13-76-43
1-76-47	13-76-47
1-76-51	13-76-51
1-76-61	13-76-61
1-76-68	13-76-68
1-76-75	13-76-75
1-76-75	19-76-75
1-76-75	25-76-75
1-76-84	13-76-84
1-76-92	13-76-92
1-77-14	7-77-14
1-77-20	19-77-20
1-77-25	13-77-25
1-77-3	13-77-3
1-77-34	95-83-80
1-77-39	13-77-39
1-77-44	19-77-44
1-77-50	19-77-50
1-77-51	13-77-51
1-77-60	13-77-60
1-77-62	13-77-62
1-77-75	13-77-75
1-77-77	7-77-77
1-77-86	13-77-86
1-78-10	7-78-10
1-78-3	13-78-3
1-78-31	13-78-31
1-78-42	13-78-42
1-78-45	13-78-45
1-78-50	13-78-50
1-78-57	13-78-57
1-78-85	13-78-85
1-79-32	13-79-32
1-79-4	13-79-4
1-79-43	13-79-43
1-79-48	13-79-48
1-79-5	13-79-5
1-79-70	13-79-70
1-79-73	7-79-73
1-79-93	13-79-93
1-80-13	13-80-13
1-80-16	13-80-16
1-80-16	7-80-16
1-80-18	13-80-18
1-80-4	13-80-4
1-80-49	13-80-49
1-80-53	13-80-53
1-80-64	7-80-64
1-80-7	13-80-7
1-81-53	13-81-53
1-81-56	13-81-56
1-81-65	7-81-65
1-81-67	13-81-67
1-81-73	7-81-73
1-82-17	13-82-17
1-82-20	7-82-20
1-82-21	13-82-21
1-82-25	7-82-25
1-82-29	13-82-29
1-82-32	13-82-32
1-82-53	7-82-53
1-82-56	7-82-56
1-82-57	13-82-57
1-82-65	7-82-65
1-82-71	7-82-71
1-82-82	7-82-82
1-82-90	7-82-90
1-82-94	7-82-94
1-83-29	13-83-29
1-83-34	13-83-34
1-83-36	13-83-36
1-83-37	13-83-37
1-83-37	19-83-37
1-83-37	7-83-37
1-83-44	7-83-44
1-83-51	7-83-51
1-83-58	13-83-58
1-83-58	7-83-58
1-83-63	13-83-63
1-83-64	7-83-64
1-83-65	13-83-65
1-83-7	13-83-7
1-83-8	7-83-8
1-84-14	7-84-14
1-84-24	13-84-24
1-84-30	13-84-30
1-84-4	13-84-4
1-84-42	13-84-42
1-84-44	13-84-44
1-84-89	13-84-89
1-85-18	13-85-18
1-85-21	13-85-21
1-85-26	13-85-26
1-85-31	13-85-31
1-85-34	13-85-34
1-85-34	19-85-34
1-85-37	13-85-37
1-85-37	31-85-37
1-85-45	13-85-45
1-85-48	13-85-48
1-85-50	13-85-50
1-85-72	13-85-72
1-85-87	43-85-87
1-86-12	13-86-12
1-86-15	13-86-15
1-86-24	7-86-24
1-86-29	13-86-29
1-86-38	13-86-38
1-86-67	13-86-67
1-86-76	13-86-76
1-86-88	13-86-88
1-86-9	7-86-9
1-86-90	7-86-90
1-87-23	7-87-23
1-87-34	7-87-34
1-87-37	7-87-37
1-87-40	7-87-40
1-87-6	13-87-6
1-87-69	13-87-69
1-87-71	7-87-71
1-88-16	13-88-16
1-88-23	13-88-23
1-88-33	13-88-33
1-88-42	13-88-42
1-88-43	7-88-43
1-88-44	13-88-44
1-88-44	19-88-44
1-88-47	13-88-47
1-88-48	13-88-48
1-88-52	13-88-52
1-88-54	13-88-54
1-88-58	7-88-58
1-88-62	7-88-62
1-88-76	7-88-76
1-88-84	43-88-84
1-88-87	13-88-87
1-88-9	13-88-9
1-89-10	13-89-10
1-89-12	13-89-12
1-89-26	13-89-26
1-89-28	13-89-28
1-89-31	13-89-31
1-89-33	13-89-33
1-89-52	43-89-52
1-89-52	49-89-52
1-89-52	7-89-52
1-89-53	13-89-53
1-89-56	13-89-56
1-89-60	13-89-60
1-89-65	13-89-65
1-89-67	13-89-67
1-89-75	13-89-75
1-89-75	37-89-75
1-89-81	13-89-81
1-89-87	13-89-87
1-89-94	13-89-94
1-90-13	13-90-13
1-90-36	13-90-36
1-90-49	13-90-49
1-90-50	13-90-50
1-90-51	13-90-51
1-90-55	13-90-55
1-90-61	13-90-61
1-90-64	13-90-64
1-90-67	13-90-67
1-90-73	13-90-73
1-90-81	13-90-81
1-90-88	13-90-88
1-91-2	13-91-2
1-91-26	13-91-26
1-91-28	7-91-28
1-91-54	13-91-54
1-91-65	13-91-65
1-91-69	13-91-69
1-91-81	13-91-81
1-92-1	13-92-1
1-92-2	13-92-2
1-92-20	13-92-20
1-92-22	13-92-22
1-92-22	7-92-22
1-92-31	13-92-31
1-92-4	13-92-4
1-92-4	7-92-4
1-92-47	13-92-47
1-92-66	13-92-66
1-92-67	13-92-67
1-92-77	13-92-77
1-92-94	13-92-94
1-93-10	13-93-10
1-93-11	7-93-11
1-93-2	13-93-2
1-93-22	13-93-22
1-93-24	13-93-24
1-93-32	13-93-32
1-93-32	7-93-32
1-93-39	13-93-39
1-93-4	7-93-4
1-93-40	7-93-40
1-93-50	13-93-50
1-93-52	13-93-52
1-93-55	13-93-55
1-93-55	25-93-55
1-93-57	13-93-57
1-93-7	13-93-7
1-93-73	13-93-73
1-93-77	13-93-77
1-93-82	13-93-82
1-93-84	25-93-84
1-93-84	7-93-84
1-93-86	13-93-86
1-93-86	7-93-86
1-94-1	13-94-1
1-94-12	13-94-12
1-94-15	13-94-15
1-94-16	13-94-16
1-94-16	7-94-16
1-94-17	25-94-17
1-94-20	13-94-20
1-94-28	13-94-28
1-94-35	13-94-35
1-94-57	13-94-57
1-94-72	13-94-72
1-94-74	13-94-74
1-94-82	13-94-82
1-94-83	13-94-83
1-94-90	13-94-90
2-10-22	8-10-22
2-11-37	14-11-37
2-11-59	14-11-59
2-11-81	14-11-81
2-11-84	14-11-84
2-12-21	14-12-21
2-12-64	14-12-64
2-12-90	20-12-90
2-13-20	8-13-20
2-13-59	14-13-59
2-13-62	8-13-62
2-13-68	8-13-68
2-13-84	8-13-84
2-13-87	8-13-87
2-13-89	14-13-89
2-13-89	8-13-89
2-14-29	8-14-29
2-14-35	14-14-35
2-14-37	8-14-37
2-14-44	8-14-44
2-14-50	8-14-50
2-14-53	8-14-53
2-14-58	14-14-58
2-14-60	8-14-60
2-14-85	14-14-85
2-14-88	14-14-88
2-14-89	8-14-89
2-14-94	8-14-94
2-15-35	8-15-35
2-15-39	8-15-39
2-15-65	44-15-65
2-15-70	8-15-70
2-15-88	14-15-88
2-15-90	14-15-90
2-15-92	14-15-92
2-15-92	26-15-92
2-16-54	14-16-54
2-16-8	14-16-8
2-17-15	14-17-15
2-17-26	14-17-26
2-17-36	14-17-36
2-17-57	14-17-57
2-17-72	8-17-72
2-17-82	14-17-82
2-17-91	8-17-91
2-18-10	8-18-10
2-18-48	32-18-48
2-19-79	8-19-79
2-19-8	14-19-8
2-19-91	14-19-91
2-19-91	8-19-91
2-2-20	20-2-20
2-2-20	26-2-20
2-2-5	14-2-5
2-20-12	8-20-12
2-20-14	8-20-14
2-20-20	8-20-20
2-20-21	20-20-21
2-20-34	8-20-34
2-20-55	8-20-55
2-20-60	20-20-60
